linenumber,fec_committee_id,fec_candidate_id,candidate_name,party,office_name,office_state,district,position,transaction_id,payee,street_1,street_2,city,state,zip_code,date,amount,purpose,cycle
SE,C00487470,P80001571,DONALD J TRUMP,REP,President,IN,,O,SE.7370,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-29,9.77,internet communications (from advance line 21),2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5502,DDC Advocacy,"805 15th Street, N.W.",Suite 300,Washington,DC,20005,2016-04-29,91267.64,Direct mail services,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5554,DDC Advocacy,"805 15th Street, N.W.",Suite 300,Washington,DC,20005,2016-04-29,99816.0,Voter contact-telephone calls,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5524,"KyZle.com, LLC",6825 Covington Creek Trail,,Fort Wayne,IN,46804,2016-04-29,16000.0,Online advertising,2016
SE,C00487470,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.7365,Club for Growth,"2001 L St., NW",Suite 600,Washington,DC,20036,2016-04-29,141.95,press release (from advance line 21),2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5560,"McCarthy Hennings Whalen, Inc.","1850 M Street, N.W., #235",,Washington,DC,20036,2016-04-29,27567.22,Media production,2016
SE,C00603621,P80001571,Donald J. Trump,REP,President,IN,,O,SE.5521,Campaign Solutions,117 N. St. Asaph Street,,Alexandria,VA,22314,2016-04-29,19150.0,Voter contact-emails,2016
SE,C00487470,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.7377,"Glittering Steel, LLC",8383 Wilshire Blvd.,Ste. 1000,Beverly Hills,CA,90211,2016-04-29,1200.0,tv ad production costs (added to air buy reported 4/21/16),2016
SE,C00487470,P80001571,DONALD J TRUMP,REP,President,IN,,O,SE.7375,"Glittering Steel, LLC",8383 Wilshire Blvd.,Ste. 1000,Beverly Hills,CA,90211,2016-04-29,800.0,tv ad production costs (added to air buy reported 4/21/16),2016
SE,C00487470,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.7374,"FatLab, LLC",1562 First Ave.,#205-4150,New York,NY,100284004,2016-04-29,37.5,internet communications,2016
SE,C00487470,P80001571,DONALD J TRUMP,REP,President,IN,,O,SE.7373,"FatLab, LLC",1562 First Ave.,#205-4150,New York,NY,100284004,2016-04-29,25.0,internet communications,2016
SE,C00487470,P60006111,RAFAEL EDWARD 'TED' CRUZ,REP,President,IN,,S,SE.7366,Creative Response Concepts,2760 Eisenhower Ave.,4th floor,Alexandria,VA,22314,2016-04-29,450.0,press release distribution,2016
